graph_name, num_vertice, num_edge, algorithm_usaded,source_vertex_id,execution_time_ns
graph-v3.json,1000,2994,SSSP-Algorithm,N948,739605900
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N941,84991400
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N941,247522900
graph-v3.json,1000,2994,SSSP-Algorithm,N941,900046500
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N700,99703300
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N700,249491100
graph-v3.json,1000,2994,SSSP-Algorithm,N700,742475700
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N942,132343400
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N942,569513200
graph-v3.json,1000,2994,SSSP-Algorithm,N942,991559900
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N701,96076200
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N701,312190200
graph-v3.json,1000,2994,SSSP-Algorithm,N701,793854600
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N943,101661100
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N943,243389300
graph-v3.json,1000,2994,SSSP-Algorithm,N943,1033089500
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N702,91398400
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N702,300665300
graph-v3.json,1000,2994,SSSP-Algorithm,N702,1090254600
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N944,101833500
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N944,270317000
graph-v3.json,1000,2994,SSSP-Algorithm,N944,984749500
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N707,96685700
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N707,235174300
graph-v3.json,1000,2994,SSSP-Algorithm,N707,795476900
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N949,89435400
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N949,258081300
graph-v3.json,1000,2994,SSSP-Algorithm,N949,893680800
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N708,86362600
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N708,244278800
graph-v3.json,1000,2994,SSSP-Algorithm,N708,1075277500
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N709,97458100
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N709,258321300
graph-v3.json,1000,2994,SSSP-Algorithm,N709,823477800
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N934,96039300
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N934,305445100
graph-v3.json,1000,2994,SSSP-Algorithm,N934,1053295000
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N935,127929600
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N935,520112700
graph-v3.json,1000,2994,SSSP-Algorithm,N935,944130900
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N936,106621900
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N936,298458600
graph-v3.json,1000,2994,SSSP-Algorithm,N936,1185926300
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N937,154938000
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N937,393431200
graph-v3.json,1000,2994,SSSP-Algorithm,N937,1018100200
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N930,140815100
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N930,345149100
graph-v3.json,1000,2994,SSSP-Algorithm,N930,816089500
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N931,91890200
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N931,281659600
graph-v3.json,1000,2994,SSSP-Algorithm,N931,1090138700
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N932,109733200
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N932,326150300
graph-v3.json,1000,2994,SSSP-Algorithm,N932,957706600
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N933,129248400
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N933,334547000
graph-v3.json,1000,2994,SSSP-Algorithm,N933,1041856300
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N938,118383400
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N938,390755700
graph-v3.json,1000,2994,SSSP-Algorithm,N938,2966926600
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N939,209447900
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N939,422758800
graph-v3.json,1000,2994,SSSP-Algorithm,N939,1625296000
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N960,129443500
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N960,430596400
graph-v3.json,1000,2994,SSSP-Algorithm,N960,1208120600
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N961,123632900
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N961,383484400
graph-v3.json,1000,2994,SSSP-Algorithm,N961,1145749200
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N720,200387000
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N720,437421600
graph-v3.json,1000,2994,SSSP-Algorithm,N720,1108571000
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N962,134450800
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N962,474947600
graph-v3.json,1000,2994,SSSP-Algorithm,N962,4126560800
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N725,228943100
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N725,484866800
graph-v3.json,1000,2994,SSSP-Algorithm,N725,1591331500
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N967,253393900
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N967,557723200
graph-v3.json,1000,2994,SSSP-Algorithm,N967,1329887500
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N726,138522400
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N726,398086200
graph-v3.json,1000,2994,SSSP-Algorithm,N726,1274408200
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N968,125358800
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N968,298871200
graph-v3.json,1000,2994,SSSP-Algorithm,N968,995414800
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N727,89125900
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N727,283697300
graph-v3.json,1000,2994,SSSP-Algorithm,N727,1095320500
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N969,107432500
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N969,354408700
graph-v3.json,1000,2994,SSSP-Algorithm,N969,1327802100
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N728,110124700
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N728,290743400
graph-v3.json,1000,2994,SSSP-Algorithm,N728,928939900
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N721,100497300
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N721,263621400
graph-v3.json,1000,2994,SSSP-Algorithm,N721,909394400
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N963,146209200
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N963,404072600
graph-v3.json,1000,2994,SSSP-Algorithm,N963,1721739700
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N722,171703000
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N722,286052400
graph-v3.json,1000,2994,SSSP-Algorithm,N722,844285300
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N964,93910400
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N964,348134500
graph-v3.json,1000,2994,SSSP-Algorithm,N964,1328673000
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N723,103184600
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N723,283218700
graph-v3.json,1000,2994,SSSP-Algorithm,N723,702507500
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N965,89372300
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N965,233943000
graph-v3.json,1000,2994,SSSP-Algorithm,N965,841043500
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N724,87941500
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N724,264352000
graph-v3.json,1000,2994,SSSP-Algorithm,N724,799732400
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N966,95358000
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N966,246199200
graph-v3.json,1000,2994,SSSP-Algorithm,N966,813664600
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N729,96924800
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N729,297346100
graph-v3.json,1000,2994,SSSP-Algorithm,N729,1104120500
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N0,131621100
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N0,339933900
graph-v3.json,1000,2994,SSSP-Algorithm,N0,1229897400
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N950,164068900
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N950,360827500
graph-v3.json,1000,2994,SSSP-Algorithm,N950,1868246400
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N1,318165100
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N1,606094400
graph-v3.json,1000,2994,SSSP-Algorithm,N1,1057251900
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N951,122966100
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N951,303217900
graph-v3.json,1000,2994,SSSP-Algorithm,N951,897251900
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N2,100849600
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N2,318175000
graph-v3.json,1000,2994,SSSP-Algorithm,N2,1156295400
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N3,141978800
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N3,341506800
graph-v3.json,1000,2994,SSSP-Algorithm,N3,1024319000
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N4,143166800
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N4,267862900
graph-v3.json,1000,2994,SSSP-Algorithm,N4,822829000
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N5,93028000
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N5,264230600
graph-v3.json,1000,2994,SSSP-Algorithm,N5,1038070700
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N6,94524100
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N6,268166400
graph-v3.json,1000,2994,SSSP-Algorithm,N6,752321600
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N714,86383100
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N714,259396600
graph-v3.json,1000,2994,SSSP-Algorithm,N714,925132400
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N956,96683000
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N956,287545100
graph-v3.json,1000,2994,SSSP-Algorithm,N956,772300000
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N7,89697100
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N7,245276300
graph-v3.json,1000,2994,SSSP-Algorithm,N7,855080600
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N715,95054700
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N715,245186200
graph-v3.json,1000,2994,SSSP-Algorithm,N715,845134200
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N957,84175300
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N957,333307900
graph-v3.json,1000,2994,SSSP-Algorithm,N957,943568300
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N8,120658300
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N8,287660000
graph-v3.json,1000,2994,SSSP-Algorithm,N8,979373000
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N716,95198500
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N716,264682300
graph-v3.json,1000,2994,SSSP-Algorithm,N716,696260100
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N958,88570600
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N958,253675100
graph-v3.json,1000,2994,SSSP-Algorithm,N958,823849000
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N9,88551900
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N9,234566400
graph-v3.json,1000,2994,SSSP-Algorithm,N9,874563000
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N717,86012400
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N717,245428200
graph-v3.json,1000,2994,SSSP-Algorithm,N717,748183000
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N959,95488400
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N959,270576700
graph-v3.json,1000,2994,SSSP-Algorithm,N959,936015500
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N710,85072700
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N710,260270200
graph-v3.json,1000,2994,SSSP-Algorithm,N710,857616700
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N952,101597900
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N952,323584300
graph-v3.json,1000,2994,SSSP-Algorithm,N952,965961600
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N711,118952200
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N711,402944000
graph-v3.json,1000,2994,SSSP-Algorithm,N711,1128180200
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N953,124614400
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N953,329336000
graph-v3.json,1000,2994,SSSP-Algorithm,N953,1536874200
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N712,151370300
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N712,510148000
graph-v3.json,1000,2994,SSSP-Algorithm,N712,939528500
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N954,121920800
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N954,332456700
graph-v3.json,1000,2994,SSSP-Algorithm,N954,1214207900
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N713,215146600
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N713,358592900
graph-v3.json,1000,2994,SSSP-Algorithm,N713,1170830600
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N955,127216600
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N955,388535200
graph-v3.json,1000,2994,SSSP-Algorithm,N955,1042278700
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N718,127613300
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N718,357538100
graph-v3.json,1000,2994,SSSP-Algorithm,N718,1489739700
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N719,179463200
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N719,314802800
graph-v3.json,1000,2994,SSSP-Algorithm,N719,969026900
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N981,108440300
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N981,265355700
graph-v3.json,1000,2994,SSSP-Algorithm,N981,905099100
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N740,94888500
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N740,274404300
graph-v3.json,1000,2994,SSSP-Algorithm,N740,863597700
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N982,73827900
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N982,218748900
graph-v3.json,1000,2994,SSSP-Algorithm,N982,811628300
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N741,75917500
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N741,228052800
graph-v3.json,1000,2994,SSSP-Algorithm,N741,787545200
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N983,81260400
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N983,215593500
graph-v3.json,1000,2994,SSSP-Algorithm,N983,747954700
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N500,74876400
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N500,207199300
graph-v3.json,1000,2994,SSSP-Algorithm,N500,620504800
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N742,81549700
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N742,215910500
graph-v3.json,1000,2994,SSSP-Algorithm,N742,664589300
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N984,73979200
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N984,215471300
graph-v3.json,1000,2994,SSSP-Algorithm,N984,687639900
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N980,76072800
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N980,203596500
graph-v3.json,1000,2994,SSSP-Algorithm,N980,610488700
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N505,85191300
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N505,228549000
graph-v3.json,1000,2994,SSSP-Algorithm,N505,918698500
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N747,85316000
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N747,233280600
graph-v3.json,1000,2994,SSSP-Algorithm,N747,756645800
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N989,81580700
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N989,255675500
graph-v3.json,1000,2994,SSSP-Algorithm,N989,864148300
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N506,92498600
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N506,248293100
graph-v3.json,1000,2994,SSSP-Algorithm,N506,735890100
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N748,89323000
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N748,254344500
graph-v3.json,1000,2994,SSSP-Algorithm,N748,599004600
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N507,84755800
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N507,228635900
graph-v3.json,1000,2994,SSSP-Algorithm,N507,930524200
graph-v3.json,1000,2994,Dijkstra-PriorityQueue-Algorithm,N749,87492800
graph-v3.json,1000,2994,Dijkstra-List-Algorithm,N749,241808600
graph-v3.json,1000,2994,SSSP-Algorithm,N749,785173400
